"Country","City","PM10","PM25"
"USA","Anderson, IN",18.0000003178915,10.8000001907349
"USA","Ann Arbor, MI",16.4999993642171,9.89999961853027
"USA","Appleton, WI",14.3333339691162,8.60000038146973
"USA","Asheville, NC",14.8333326975504,8.89999961853027
"USA","Athens, OH",14.4999996821086,8.69999980926514
"USA","Athens, TN",15.1666673024496,9.10000038146973
"USA","Athens-Clarke County, GA",15.5000003178914,9.30000019073486
"USA","Atlanta-Sandy Springs-Marietta, GA",22.6666673024495,13.6000003814697
"USA","Atlantic City-Hammonton, NJ",13.6666663487752,8.19999980926514
"USA","Augusta-Richmond County, GA-SC",17.8333330154418,10.6999998092651
"USA","Augusta-Waterville, ME",14.3333339691162,8.60000038146973
"USA","Austin-Round Rock, TX",16.8333339691162,10.1000003814697
"USA","Bakersfield, CA",24.4999996821085,14.6999998092651
"USA","Baltimore-Towson, MD",20,12
"USA","Bangor, ME",12.3333334922791,7.40000009536743
"USA","Baraboo, WI",16.8333339691162,10.1000003814697
"USA","Baton Rouge, LA",18.6666663487752,11.1999998092651
"USA","Bay City, MI",12.8333330154419,7.69999980926514
"USA","Beaver Dam, WI",14.8333326975504,8.89999961853027
"USA","Beckley, WV",13.8333336512248,8.30000019073486
"USA","Bellingham, WA",6.83333317438762,4.09999990463257
"USA","Bennington, VT",11.1666663487752,6.69999980926514
"USA","Birmingham-Hoover, AL",20.1666673024495,12.1000003814697
"USA","Bishop, CA",10.6666668256124,6.40000009536743
"USA","Bismarck, ND",10.6666668256124,6.40000009536743
"USA","Bloomington, IN",16.6666666666667,10
"USA","Bloomington-Normal, IL",15.5000003178914,9.30000019073486
"USA","Boise City-Nampa, ID",17.3333326975505,10.3999996185303
"USA","Boone, NC",12.5,7.5
"USA","Boston-Cambridge-Quincy, MA-NH",15.8333333333333,9.5
"USA","Boulder, CO",11.9999996821086,7.19999980926514
"USA","Bowling Green, KY",17.3333326975505,10.3999996185303
"USA","Bradenton-Sarasota-Venice, FL",11.9999996821086,7.19999980926514
"USA","Brainerd, MN",7.66666650772095,4.59999990463257
"USA","Bremerton-Silverdale, WA",7.1666669845581,4.30000019073486
"USA","Bridgeport-Stamford-Norwalk, CT",15.5000003178914,9.30000019073486
"USA","Brigham City, UT",11.5000001589457,6.90000009536743
"USA","Brookings, SD",14.3333339691162,8.60000038146973
"USA","Brownsville-Harlingen, TX",16.3333336512248,9.80000019073486
"USA","Brunswick, GA",12.5,7.5
"USA","Buffalo-Niagara Falls, NY",15.6666660308838,9.39999961853027
"USA","Burlington, NC",14.1666666666667,8.5
"USA","Burlington-South Burlington, VT",11.5000001589457,6.90000009536743
"USA","Butte-Silver Bow, MT",18.9999993642172,11.3999996185303
"USA","Cadillac, MI",9.83333349227905,5.90000009536743
"USA","Cambridge, MD",13.1666668256124,7.90000009536743
"USA","Canton-Massillon, OH",20.5000003178915,12.3000001907349
"USA","Cape Coral-Fort Myers, FL",11.9999996821086,7.19999980926514
"USA","Casper, WY",9.00000015894572,5.40000009536743
"USA","Cedar Rapids, IA",15.8333333333333,9.5
"USA","Champaign-Urbana, IL",16.1666663487752,9.69999980926514
"USA","Charleston, WV",18.0000003178915,10.8000001907349
"USA","Charleston-North Charleston-Summerville, SC",16.0000006357829,9.60000038146973
"USA","Charlotte-Gastonia-Concord, NC-SC",16.0000006357829,9.60000038146973
"USA","Charlottesville, VA",13.0000003178914,7.80000019073486
"USA","Chattanooga, TN-GA",17.5,10.5
"USA","Cheyenne, WY",9.49999968210857,5.69999980926514
"USA","Chicago-Naperville-Joliet, IL-IN-WI",21.8333339691162,13.1000003814697
"USA","Chico, CA",11.9999996821086,7.19999980926514
"USA","Cincinnati-Middletown, OH-KY-IN",23.1666660308838,13.8999996185303
"USA","Clarksburg, WV",16.1666663487752,9.69999980926514
"USA","Clarksville, TN-KY",16.4999993642171,9.89999961853027
"USA","Clearlake, CA",6.50000015894572,3.90000009536743
"USA","Cleveland-Elyria-Mentor, OH",24.3333339691162,14.6000003814697
"USA","Clinton, IA",17.8333330154418,10.6999998092651
"USA","Colorado Springs, CO",11.5000001589457,6.90000009536743
"USA","Columbia, SC",16.9999996821085,10.1999998092651
"USA","Columbia, TN",13.9999993642171,8.39999961853027
"USA","Columbus, GA-AL",18.9999993642172,11.3999996185303
"USA","Columbus, OH",18.1666660308838,10.8999996185303
"USA","Concord, NH",15.6666660308838,9.39999961853027
"USA","Cookeville, TN",14.4999996821086,8.69999980926514
"USA","Corning, NY",11.3333336512248,6.80000019073486
"USA","Corpus Christi, TX",17.6666673024495,10.6000003814697
"USA","Dallas-Fort Worth-Arlington, TX",19.8333326975505,11.8999996185303
"USA","Daphne-Fairhope-Foley, AL",15.3333330154419,9.19999980926514
"USA","Davenport-Moline-Rock Island, IA-IL",17.5,10.5
"USA","Dayton, OH",18.3333333333333,11
"USA","Decatur, AL",14.8333326975504,8.89999961853027
"USA","Decatur, IL",16.6666666666667,10
"USA","Deltona-Daytona Beach-Ormond Beach, FL",10.6666668256124,6.40000009536743
"USA","Denver-Aurora-Broomfield, CO",14.3333339691162,8.60000038146973
"USA","Des Moines-West Des Moines, IA",15.3333330154419,9.19999980926514
"USA","Detroit-Warren-Livonia, MI",20.5000003178915,12.3000001907349
"USA","Dickinson, ND",7.33333349227905,4.40000009536743
"USA","Dothan, AL",14.6666669845581,8.80000019073486
"USA","Dover, DE",13.5000006357829,8.10000038146973
"USA","Duluth, MN-WI",10.5000003178914,6.30000019073486
"USA","Durango, CO",7.1666669845581,4.30000019073486
"USA","Durham, NC",13.8333336512248,8.30000019073486
"USA","Durham-Chapel Hill, NC",13.8333336512248,8.30000019073486
"USA","Dyersburg, TN",14.6666669845581,8.80000019073486
"USA","East Stroudsburg, PA",13.1666668256124,7.90000009536743
"USA","Eau Claire, WI",13.5000006357829,8.10000038146973
"USA","El Centro, CA",23.9999993642172,14.3999996185303
"USA","El Dorado, AR",18.1666660308838,10.8999996185303
"USA","El Paso, TX",20.5000003178915,12.3000001907349
"USA","Elizabethtown, KY",19.6666669845582,11.8000001907349
"USA","Elkhart-Goshen, IN",20.5000003178915,12.3000001907349
"USA","Erie, PA",18.6666663487752,11.1999998092651
"USA","Eugene-Springfield, OR",12.666666507721,7.59999990463257
"USA","Eureka-Arcata-Fortuna, CA",11.3333336512248,6.80000019073486
"USA","Evansville, IN-KY",19.1666666666667,11.5
"USA","Fairbanks, AK",31.1666679382325,18.7000007629395
"USA","Fairmont, WV",17.1666669845582,10.3000001907349
"USA","Fargo, ND-MN",12.5,7.5
"USA","Farmington, NM",8.16666682561238,4.90000009536743
"USA","Fayetteville, NC",14.8333326975504,8.89999961853027
"USA","Fayetteville-Springdale-Rogers, AR-MO",16.0000006357829,9.60000038146973
"USA","Flagstaff, AZ",9.00000015894572,5.40000009536743
"USA","Flint, MI",13.3333333333333,8
"USA","Florence, SC",15.3333330154419,9.19999980926514
"USA","Florence-Muscle Shoals, AL",14.6666669845581,8.80000019073486
"USA","Fort Collins-Loveland, CO",12.1666669845581,7.30000019073486
"USA","Fort Madison-Keokuk, IA-MO",18.3333333333333,11
"USA","Fort Payne, AL",15.3333330154419,9.19999980926514
"USA","Fort Smith, AR-OK",16.9999996821085,10.1999998092651
"USA","Fort Wayne, IN",23.3333333333333,14
"USA","Fresno, CA",74.3333307902018,44.5999984741211
"USA","Gadsden, AL",16.0000006357829,9.60000038146973
"USA","Gainesville, FL",11.9999996821086,7.19999980926514
"USA","Gainesville, GA",15.5000003178914,9.30000019073486
"USA","Gettysburg, PA",18.3333333333333,11
"USA","Gillette, WY",13.1666668256124,7.90000009536743
"USA","Goldsboro, NC",21.1666663487752,12.6999998092651
"USA","Grand Island, NE",12.666666507721,7.59999990463257
"USA","Grand Junction, CO",12.1666669845581,7.30000019073486
"USA","Grand Rapids-Wyoming, MI",16.0000006357829,9.60000038146973
"USA","Grants Pass, OR",11.5000001589457,6.90000009536743
"USA","Greeley, CO",13.1666668256124,7.90000009536743
"USA","Green Bay, WI",16.0000006357829,9.60000038146973
"USA","Greensboro-High Point, NC",14.1666666666667,8.5
"USA","Greenville, NC",13.1666668256124,7.90000009536743
"USA","Greenville-Mauldin-Easley, SC",16.4999993642171,9.89999961853027
"USA","Grenada, MS",15.6666660308838,9.39999961853027
"USA","Gulfport-Biloxi, MS",16.4999993642171,9.89999961853027
"USA","Hagerstown-Martinsburg, MD-WV",18.8333336512248,11.3000001907349
"USA","Hammond, LA",15.1666673024496,9.10000038146973
"USA","Hanford-Corcoran, CA",27.5,16.5
"USA","Harriman, TN",21.6666666666667,13
"USA","Harrisburg-Carlisle, PA",20.1666673024495,12.1000003814697
"USA","Harrisonburg, VA",14.6666669845581,8.80000019073486
"USA","Hartford-West Hartford-East Hartford, CT",14.1666666666667,8.5
"USA","Hattiesburg, MS",18.3333333333333,11
"USA","Helena, MT",15.6666660308838,9.39999961853027
"USA","Helena-West Helena, AR",15.5000003178914,9.30000019073486
"USA","Hickory-Lenoir-Morganton, NC",15.8333333333333,9.5
"USA","Hilo, HI",27.0000012715658,16.2000007629395
"USA","Hobbs, NM",13.0000003178914,7.80000019073486
"USA","Holland-Grand Haven, MI",15,9
"USA","Homosassa Springs, FL",11.3333336512248,6.80000019073486
"USA","Honolulu, HI",11.8333331743876,7.09999990463257
"USA","Hot Springs, AR",18.0000003178915,10.8000001907349
"USA","Houma-Bayou Cane-Thibodaux, LA",12.8333330154419,7.69999980926514
"USA","Houston-Sugar Land-Baytown, TX",21.1666663487752,12.6999998092651
"USA","Huntington-Ashland, WV-KY-OH",18.8333336512248,11.3000001907349
"USA","Huntsville, AL",15.5000003178914,9.30000019073486
"USA","Indianapolis-Carmel, IN",24.8333326975505,14.8999996185303
"USA","Iowa City, IA",16.0000006357829,9.60000038146973
"USA","Jackson, MS",18.6666663487752,11.1999998092651
"USA","Jackson, TN",14.6666669845581,8.80000019073486
"USA","Jackson, WY-ID",10.5000003178914,6.30000019073486
"USA","Jacksonville, FL",13.3333333333333,8
"USA","Jamestown-Dunkirk-Fredonia, NY",12.666666507721,7.59999990463257
"USA","Jasper, IN",18.0000003178915,10.8000001907349
"USA","Johnstown, PA",19.3333339691162,11.6000003814697
"USA","Juneau, AK",10.6666668256124,6.40000009536743
"USA","Kahului-Wailuku, HI",10.6666668256124,6.40000009536743
"USA","Kalamazoo-Portage, MI",16.6666666666667,10
"USA","Kalispell, MT",13.0000003178914,7.80000019073486
"USA","Kansas City, MO-KS",24.4999996821085,14.6999998092651
"USA","Kapaa, HI",11.3333336512248,6.80000019073486
"USA","Keene, NH",15.8333333333333,9.5
"USA","Kingsport-Bristol-Bristol, TN-VA",15,9
"USA","Kinston, NC",12.666666507721,7.59999990463257
"USA","Klamath Falls, OR",17.8333330154418,10.6999998092651
"USA","Knoxville, TN",18.3333333333333,11
"USA","Kokomo, IN",15.8333333333333,9.5
"USA","La Crosse, WI-MN",13.6666663487752,8.19999980926514
"USA","Laconia, NH",10.9999998410543,6.59999990463257
"USA","Lafayette, IN",23.5000006357828,14.1000003814697
"USA","Lafayette, LA",17.5,10.5
"USA","Lake Charles, LA",13.8333336512248,8.30000019073486
"USA","Lake Havasu City-Kingman, AZ",6.33333325386047,3.79999995231628
"USA","Lakeland-Winter Haven, FL",12.8333330154419,7.69999980926514
"USA","Lancaster, PA",21.1666663487752,12.6999998092651
"USA","Lansing-East Lansing, MI",14.3333339691162,8.60000038146973
"USA","Laramie, WY",9.33333317438762,5.59999990463257
"USA","Las Cruces, NM",25.3333330154418,15.1999998092651
"USA","Las Vegas-Paradise, NV",20.3333330154418,12.1999998092651
"USA","Laurel, MS",17.6666673024495,10.6000003814697
"USA","Lawrenceburg, TN",13.5000006357829,8.10000038146973
"USA","Lebanon, NH-VT",11.3333336512248,6.80000019073486
"USA","Lebanon, PA",23.8333336512248,14.3000001907349
"USA","Lewiston-Auburn, ME",12.5,7.5
"USA","Lexington-Fayette, KY",16.3333336512248,9.80000019073486
"USA","Lima, OH",16.6666666666667,10
"USA","Lincoln, NE",14.4999996821086,8.69999980926514
"USA","Little Rock-North Little Rock-Conway, AR",19.3333339691162,11.6000003814697
"USA","Logan, UT-ID",14.8333326975504,8.89999961853027
"USA","Los Angeles-Long Beach-Santa Ana, CA",33.3333333333333,20
"USA","Louisville/Jefferson County, KY-IN",22.1666669845582,13.3000001907349
"USA","Lumberton, NC",14.4999996821086,8.69999980926514
"USA","Lynchburg, VA",12.666666507721,7.59999990463257
"USA","Macon, GA",19.1666666666667,11.5
"USA","Madera, CA",26.6666666666667,16
"USA","Madison, WI",15.6666660308838,9.39999961853027
"USA","Manchester-Nashua, NH",13.6666663487752,8.19999980926514
"USA","Marshall, MN",12.1666669845581,7.30000019073486
"USA","Marshall, TX",17.3333326975505,10.3999996185303
"USA","McAlester, OK",18.5000006357828,11.1000003814697
"USA","McAllen-Edinburg-Mission, TX",17.5,10.5
"USA","Medford, OR",15.1666673024496,9.10000038146973
"USA","Memphis, TN-MS-AR",16.6666666666667,10
"USA","Merced, CA",18.3333333333333,11
"USA","Meridian, MS",17.3333326975505,10.3999996185303
"USA","Miami-Fort Lauderdale-Pompano Beach, FL",13.8333336512248,8.30000019073486
"USA","Michigan City-La Porte, IN",16.1666663487752,9.69999980926514
"USA","Middlesborough, KY",17.1666669845582,10.3000001907349
"USA","Milwaukee-Waukesha-West Allis, WI",18.1666660308838,10.8999996185303
"USA","Minneapolis-St. Paul-Bloomington, MN-WI",17.3333326975505,10.3999996185303
"USA","Missoula, MT",20.5000003178915,12.3000001907349
"USA","Mobile, AL",14.6666669845581,8.80000019073486
"USA","Modesto, CA",24.6666669845582,14.8000001907349
"USA","Monroe, LA",21.8333339691162,13.1000003814697
"USA","Monroe, MI",15.6666660308838,9.39999961853027
"USA","Montgomery, AL",18.0000003178915,10.8000001907349
"USA","Morgantown, WV",14.8333326975504,8.89999961853027
"USA","Mount Vernon, IL",14.1666666666667,8.5
"USA","Muncie, IN",16.4999993642171,9.89999961853027
"USA","Muscatine, IA",18.1666660308838,10.8999996185303
"USA","Muskegon-Norton Shores, MI",14.6666669845581,8.80000019073486
"USA","Napa, CA",22.8333330154418,13.6999998092651
"USA","Nashville-Davidson--Murfreesboro--Franklin, TN",17.1666669845582,10.3000001907349
"USA","New Castle, IN",15.1666673024496,9.10000038146973
"USA","New Haven-Milford, CT",15.3333330154419,9.19999980926514
"USA","New Orleans-Metairie-Kenner, LA",21.4999993642172,12.8999996185303
"USA","New York-Northern New Jersey-Long Island, NY-NJ-PA",23.1666660308838,13.8999996185303
"USA","Niles-Benton Harbor, MI",14.4999996821086,8.69999980926514
"USA","Nogales, AZ",16.0000006357829,9.60000038146973
"USA","Norwich-New London, CT",12.666666507721,7.59999990463257
"USA","Ogden-Clearfield, UT",15,9
"USA","Oklahoma City, OK",16.3333336512248,9.80000019073486
"USA","Omaha-Council Bluffs, NE-IA",19.4999996821085,11.6999998092651
"USA","Orlando-Kissimmee, FL",12.1666669845581,7.30000019073486
"USA","Owensboro, KY",18.0000003178915,10.8000001907349
"USA","Oxnard-Thousand Oaks-Ventura, CA",16.0000006357829,9.60000038146973
"USA","Paducah, KY-IL",16.6666666666667,10
"USA","Palm Bay-Melbourne-Titusville, FL",10,6
"USA","Parkersburg-Marietta-Vienna, WV-OH",17.1666669845582,10.3000001907349
"USA","Pascagoula, MS",15.3333330154419,9.19999980926514
"USA","Pendleton-Hermiston, OR",11.9999996821086,7.19999980926514
"USA","Pensacola-Ferry Pass-Brent, FL",13.9999993642171,8.39999961853027
"USA","Peoria, IL",16.3333336512248,9.80000019073486
"USA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",27.5,16.5
"USA","Phoenix-Mesa-Scottsdale, AZ",26.0000006357828,15.6000003814697
"USA","Pittsburgh, PA",24.8333326975505,14.8999996185303
"USA","Pittsfield, MA",14.1666666666667,8.5
"USA","Platteville, WI",15.1666673024496,9.10000038146973
"USA","Pocatello, ID",15.3333330154419,9.19999980926514
"USA","Ponca City, OK",17.1666669845582,10.3000001907349
"USA","Portland-South Portland-Biddeford, ME",15.1666673024496,9.10000038146973
"USA","Portland-Vancouver-Beaverton, OR-WA",12.1666669845581,7.30000019073486
"USA","Portsmouth, OH",16.4999993642171,9.89999961853027
"USA","Poughkeepsie-Newburgh-Middletown, NY",13.0000003178914,7.80000019073486
"USA","Prescott, AZ",7.33333349227905,4.40000009536743
"USA","Prineville, OR",14.4999996821086,8.69999980926514
"USA","Providence-New Bedford-Fall River, RI-MA",17.8333330154418,10.6999998092651
"USA","Provo-Orem, UT",13.5000006357829,8.10000038146973
"USA","Pueblo, CO",10.9999998410543,6.59999990463257
"USA","Quincy, IL-MO",16.1666663487752,9.69999980926514
"USA","Raleigh-Cary, NC",15.6666660308838,9.39999961853027
"USA","Rapid City, SD",10.5000003178914,6.30000019073486
"USA","Reading, PA",18.6666663487752,11.1999998092651
"USA","Red Bluff, CA",13.9999993642171,8.39999961853027
"USA","Redding, CA",9.83333349227905,5.90000009536743
"USA","Reno-Sparks, NV",15.1666673024496,9.10000038146973
"USA","Richmond, VA",14.8333326975504,8.89999961853027
"USA","Richmond-Berea, KY",14.6666669845581,8.80000019073486
"USA","Riverside-San Bernardino-Ontario, CA",34.1666666666667,20.5
"USA","Riverton, WY",13.0000003178914,7.80000019073486
"USA","Roanoke, VA",15.1666673024496,9.10000038146973
"USA","Rochester, MN",13.0000003178914,7.80000019073486
"USA","Rochester, NY",14.4999996821086,8.69999980926514
"USA","Rock Springs, WY",12.666666507721,7.59999990463257
"USA","Rockford, IL",15.5000003178914,9.30000019073486
"USA","Rocky Mount, NC",13.1666668256124,7.90000009536743
"USA","Rome, GA",17.6666673024495,10.6000003814697
"USA","Russellville, AR",14.4999996821086,8.69999980926514
"USA","Rutland, VT",15,9
"USA","Sacramento--Arden-Arcade--Roseville, CA",15.3333330154419,9.19999980926514
"USA","Salinas, CA",10,6
"USA","Salisbury, NC",15.5000003178914,9.30000019073486
"USA","Salt Lake City, UT",14.8333326975504,8.89999961853027
"USA","San Antonio, TX",14.4999996821086,8.69999980926514
"USA","San Diego-Carlsbad-San Marcos, CA",23.6666663487752,14.1999998092651
"USA","San Francisco-Oakland-Fremont, CA",15.8333333333333,9.5
"USA","San Jose-Sunnyvale-Santa Clara, CA",15.8333333333333,9.5
"USA","San Luis Obispo-Paso Robles, CA",16.0000006357829,9.60000038146973
"USA","Santa Barbara-Santa Maria-Goleta, CA",14.1666666666667,8.5
"USA","Santa Cruz-Watsonville, CA",9.6666669845581,5.80000019073486
"USA","Santa Fe, NM",8.00000031789143,4.80000019073486
"USA","Santa Rosa-Petaluma, CA",13.6666663487752,8.19999980926514
"USA","Sault Ste. Marie, MI",13.6666663487752,8.19999980926514
"USA","Savannah, GA",16.6666666666667,10
"USA","Scottsbluff, NE",9.33333317438762,5.59999990463257
"USA","Scranton--Wilkes-Barre, PA",13.8333336512248,8.30000019073486
"USA","Seaford, DE",13.6666663487752,8.19999980926514
"USA","Seattle-Tacoma-Bellevue, WA",16.1666663487752,9.69999980926514
"USA","Sheridan, WY",13.8333336512248,8.30000019073486
"USA","Shreveport-Bossier City, LA",25.8333333333333,15.5
"USA","Sierra Vista-Douglas, AZ",11.1666663487752,6.69999980926514
"USA","Sioux City, IA-NE-SD",16.4999993642171,9.89999961853027
"USA","Sioux Falls, SD",14.4999996821086,8.69999980926514
"USA","Somerset, KY",16.0000006357829,9.60000038146973
"USA","South Bend-Mishawaka, IN-MI",21.3333336512248,12.8000001907349
"USA","Spartanburg, SC",16.3333336512248,9.80000019073486
"USA","Spokane, WA",12.3333334922791,7.40000009536743
"USA","Springfield, IL",15.8333333333333,9.5
"USA","Springfield, MA",15,9
"USA","Springfield, MO",16.8333339691162,10.1000003814697
"USA","Springfield, OH",17.3333326975505,10.3999996185303
"USA","St. Cloud, MN",13.9999993642171,8.39999961853027
"USA","St. George, UT",10.9999998410543,6.59999990463257
"USA","St. Joseph, MO-KS",20.3333330154418,12.1999998092651
"USA","St. Louis, MO-IL",21.6666666666667,13
"USA","State College, PA",18.5000006357828,11.1000003814697
"USA","Stockton, CA",20.6666660308838,12.3999996185303
"USA","Syracuse, NY",11.9999996821086,7.19999980926514
"USA","Talladega-Sylacauga, AL",17.1666669845582,10.3000001907349
"USA","Tallahassee, FL",14.4999996821086,8.69999980926514
"USA","Tampa-St. Petersburg-Clearwater, FL",12.666666507721,7.59999990463257
"USA","Terre Haute, IN",19.3333339691162,11.6000003814697
"USA","Texarkana, TX-Texarkana, AR",17.5,10.5
"USA","Thomasville-Lexington, NC",17.3333326975505,10.3999996185303
"USA","Toledo, OH",16.8333339691162,10.1000003814697
"USA","Topeka, KS",14.3333339691162,8.60000038146973
"USA","Torrington, CT",9.16666666666667,5.5
"USA","Trenton-Ewing, NJ",14.6666669845581,8.80000019073486
"USA","Truckee-Grass Valley, CA",10.3333330154419,6.19999980926514
"USA","Tucson, AZ",9.83333349227905,5.90000009536743
"USA","Tulsa, OK",16.1666663487752,9.69999980926514
"USA","Tupelo, MS",15.8333333333333,9.5
"USA","Tuscaloosa, AL",15.6666660308838,9.39999961853027
"USA","Ukiah, CA",12.1666669845581,7.30000019073486
"USA","Valdosta, GA",14.3333339691162,8.60000038146973
"USA","Vallejo-Fairfield, CA",15,9
"USA","Vernal, UT",11.6666666666667,7
"USA","Virginia Beach-Norfolk-Newport News, VA-NC",13.8333336512248,8.30000019073486
"USA","Visalia-Porterville, CA",24.6666669845582,14.8000001907349
"USA","Warner Robins, GA",15.8333333333333,9.5
"USA","Washington-Arlington-Alexandria, DC-VA-MD-WV",19.3333339691162,11.6000003814697
"USA","Waterloo-Cedar Falls, IA",16.4999993642171,9.89999961853027
"USA","Watertown, SD",18.3333333333333,11
"USA","Weirton-Steubenville, WV-OH",19.6666669845582,11.8000001907349
"USA","Wenatchee, WA",16.9999996821085,10.1999998092651
"USA","Wheeling, WV-OH",19.6666669845582,11.8000001907349
"USA","Wichita, KS",15.5000003178914,9.30000019073486
"USA","Wilmington, NC",14.4999996821086,8.69999980926514
"USA","Winchester, VA-WV",16.3333336512248,9.80000019073486
"USA","Winston-Salem, NC",14.8333326975504,8.89999961853027
"USA","Worcester, MA",14.6666669845581,8.80000019073486
